verb,object,count
meet,leg,9
meet,land,9
meet,frame,9
meet,ass,9
meet,edge,9
meet,wood,9
meet,bone,9
meet,skull,8
meet,demand,8
meet,line,8
meet,hairline,8
meet,need,8
meet,cheek,8
meet,horizon,8
meet,blue,8
meet,door,8
meet,shore,7
meet,stroke,7
meet,smile,7
meet,jaw,7
meet,arm,7
meet,mouth,7
meet,finger,7
meet,reality,7
meet,rock,6
meet,expectation,6
meet,enemy,6
meet,side,6
meet,wife,6
meet,ocean,6
meet,pavement,6
meet,zijn,6
meet,mark,6
meet,blade,6
meet,group,6
meet,top,6
meet,orb,6
meet,look,6
meet,stomach,6
meet,glass,6
meet,tree,5
meet,sister,5
meet,force,5
meet,tongue,5
meet,story,5
meet,claw,5
meet,dad,5
meet,husband,5
meet,swing,5
meet,stone,5
meet,dirt,5
meet,river,5
meet,attack,5
meet,thumb,5
meet,throat,5
meet,space,4
meet,justice,4
meet,target,4
meet,lane,4
meet,touch,4
meet,palm,4
meet,metal,4
meet,sword,4
meet,response,4
meet,driver,4
meet,party,4
meet,fire,4
meet,clit,4
meet,train,4
meet,soul,4
meet,understanding,4
meet,earth,4
meet,back,4
meet,army,4
meet,colonel,4
meet,brunt,4
meet,defeat,4
meet,speed,4
meet,bay,4
meet,street,4
meet,announcement,4
meet,surface,4
meet,mind,4
meet,shaft,4
meet,mound,3
meet,brown,3
meet,parent,3
meet,philosophy,3
meet,knee,3
meet,your,3
meet,small,3
meet,opponent,3
meet,creature,3
meet,glance,3
meet,fist,3
meet,doctor,3
meet,mom,3
meet,gravel,3
meet,roof,3
meet,statement,3
meet,author,3
meet,sight,3
meet,god,3
meet,burden,3
meet,recommendation,3
meet,cat,3
meet,fence,3
meet,middle,3
meet,elbow,3
meet,dwarf,3
meet,professor,3
mellow,mood,4
melt,heart,86
melt,snow,33
melt,ice,28
melt,bone,12
melt,chocolate,8
melt,inside,7
melt,butter,7
melt,wax,7
melt,steel,7
melt,flesh,6
melt,face,6
melt,fear,6
melt,bit,6
melt,silver,5
melt,metal,4
melt,way,4
melt,glass,4
melt,frost,4
melt,resistance,4
melt,panty,4
melt,sun,4
melt,resolve,4
melt,neck,3
melt,surface,3
memorize,number,4
memorize,hollow,3
mend,net,3
mention,name,103
mention,fact,18
mention,possibility,14
mention,thing,12
mention,incident,8
mention,man,6
mention,mother,6
mention,word,6
mention,event,5
mention,father,5
mention,place,4
mention,reason,3
mention,work,3
mention,rebel,3
mention,condition,3
mention,detail,3
mess,life,6
mess,hair,4
mess,investigation,3
metabolize,drug,3
milk,cock,30
milk,cow,4
milkweed,fluff,3
mill,scene,3
mill,ground,3
mimic,movement,9
mimic,motion,7
mimic,action,7
mimic,laughter,3
mince,word,10
mince,cup,7
mind,business,59
mind,store,5
mine,gold,4
mingle,scent,4
mirror,thought,19
mirror,expression,17
mirror,concern,16
mirror,her,15
mirror,confusion,13
mirror,surprise,13
mirror,shock,9
mirror,feeling,9
mirror,mine,8
mirror,emotion,7
mirror,look,7
mirror,dismay,6
mirror,fear,6
mirror,disbelief,5
mirror,disgust,5
mirror,color,5
mirror,sky,5
mirror,anger,4
mirror,pain,4
mirror,tone,3
mirror,disappointment,3
mirror,soul,3
mirror,horror,3
mirror,amusement,3
mirror,grief,3
mismatch,ship,6
mismatch,chair,3
mispronounce,name,5
miss,beat,228
miss,mark,68
miss,head,59
miss,target,45
miss,heart,34
miss,thing,33
miss,point,29
miss,step,15
miss,detail,14
miss,button,14
miss,artery,14
miss,eye,14
miss,opportunity,12
miss,arm,12
miss,appointment,11
miss,day,11
miss,finger,11
miss,organ,9
miss,meal,8
miss,chance,8
miss,father,7
miss,limb,7
miss,bone,6
miss,trick,6
miss,hand,6
miss,stroke,5
miss,way,5
miss,note,5
miss,fire,5
miss,meeting,5
miss,edge,5
miss,work,5
miss,man,5
miss,fact,5
miss,story,5
miss,face,5
miss,tooth,5
miss,page,5
miss,nose,4
miss,time,4
miss,shot,4
miss,throat,4
miss,school,4
miss,lung,4
miss,life,4
miss,flight,4
miss,creature,4
miss,check,4
miss,boy,4
miss,train,4
miss,warmth,4
miss,book,4
miss,ball,4
miss,clue,4
miss,word,4
miss,answer,4
miss,footing,4
miss,pane,4
miss,touch,4
miss,flesh,3
miss,ear,3
miss,stomach,3
miss,tile,3
miss,period,3
miss,change,3
miss,calling,3
miss,dinner,3
miss,neck,3
miss,cruiser,3
miss,coughing,3
mist,eye,36
mist,air,16
mist,vision,9
mist,window,6
mist,glass,5
mist,face,4
mistake,meaning,3
mistake,gesture,3
misunderstand,nature,4
mitigate,unwillingness,4
mix,drink,7
moan,pleasure,3
mock,hope,4
mock,word,3
model,world,3
moisten,lip,36
moisten,eye,15
mold,breast,8
mold,man,4
mold,hip,4
mold,shirt,4
mold,thigh,3
monde,dan,3
monitor,traffic,6
monitor,activity,4
monitor,progress,4
monitor,display,3
monitor,employee,3
moor,boat,4
mop,floor,15
mop,brow,4
mop,corridor,4
mop,forehead,4
mop,face,4
mother,variety,3
mottle,red,15
mottle,face,6
mottle,cheek,3
mount,horse,56
mount,step,21
mount,stair,8
mount,attack,8
mount,mare,5
mount,camel,5
mount,pavement,5
mount,response,5
mount,gun,5
mount,sidewalk,3
mount,female,3
mount,archer,3
mount,cheek,3
mount,sky,3
mourn,loss,50
mourn,death,7
mourn,passing,4
mourn,walk,3
mourn,mistake,3
mouth,word,40
move,body,150
move,inch,90
move,hand,86
move,muscle,81
move,neck,73
move,arm,70
move,side,39
move,hair,39
move,head,37
move,leg,34
move,back,34
move,thigh,33
move,spine,31
move,chest,28
move,step,27
move,family,22
move,lip,19
move,mountain,19
move,throat,18
move,fraction,17
move,chair,17
move,air,16
move,length,15
move,shoulder,15
move,mouth,14
move,foot,14
move,thing,12
move,finger,12
move,piece,11
move,torso,11
move,eye,11
move,hip,11
move,way,11
move,cheek,11
move,word,10
move,heaven,10
move,branch,10
move,face,10
move,mile,10
move,pace,9
move,waist,9
move,curtain,9
move,horse,9
move,table,9
move,stomach,9
move,leaf,8
move,strand,8
move,house,7
move,cloud,7
move,line,7
move,tree,7
move,gun,7
move,slope,6
move,corridor,6
move,people,6
move,page,6
move,shirt,6
move,notch,6
move,bed,6
move,curve,6
move,court,5
move,grass,5
move,pile,5
move,rock,5
move,panty,5
move,belly,4
move,couple,4
move,money,4
move,bar,4
move,rib,4
move,car,4
move,boat,4
move,nail,4
move,trail,4
move,bulk,4
move,frame,4
move,search,4
move,saddle,4
move,distance,4
move,ship,4
move,object,4
move,river,4
move,headquarters,4
move,switch,4
move,stair,4
move,centimeter,4
move,column,4
move,world,4
move,hive,4
move,front,4
move,man,4
move,dress,4
move,breast,3
move,prisoner,3
move,heart,3
move,blade,3
move,card,3
move,highway,3
move,road,3
move,ramp,3
move,shaft,3
move,island,3
move,skin,3
move,woman,3
move,number,3
move,camera,3
move,fortune,3
mow,lawn,10
muddle,mind,6
muddle,thought,4
muddy,water,3
muddy,pulp,3
muffle,sound,75
muffle,voice,37
muffle,word,22
muffle,footstep,17
muffle,noise,8
muffle,cry,7
muffle,shot,5
muffle,hoof,4
muffle,scream,4
mull,wine,3
multiply,time,3
mumble,word,11
mumble,agreement,6
mumble,prayer,4
munch,hay,4
munch,grain,3
munch,pie,3
murder,mother,34
murder,wife,20
murder,people,20
murder,father,18
murder,woman,18
murder,husband,14
murder,man,9
murder,brother,6
murder,boy,4
murder,parent,4
murder,sister,3
murder,friend,3
murder,daughter,3
murmur,agreement,67
murmur,word,14
murmur,approval,8
murmur,prayer,8
murmur,assent,7
murmur,priest,6
murmur,voice,4
murmur,thank,4
murmur,count,4
muscle,warrior,6
muss,hair,11
muster,courage,8
muster,army,3
mute,sound,3
mutter,agreement,18
mutter,word,13
mutter,curse,11
mutter,prayer,8
mutter,thank,4
mutter,man,4
mutter,apology,3
nail,shell,3
name,child,14
name,daughter,9
name,price,6
name,house,5
name,son,4
name,name,4
narrow,eye,350
narrow,fraction,48
narrow,gaze,19
narrow,bit,9
narrow,slit,6
narrow,moment,5
narrow,lip,5
narrow,mouth,5
narrow,expression,4
narrow,word,4
narrow,hand,4
narrow,way,3
navigate,traffic,4
navigate,water,3
navigate,street,3
near,end,115
near,completion,33
near,horizon,28
near,door,15
near,shore,8
near,her,7
near,gate,7
near,conclusion,6
near,climax,4
near,bank,3
near,finger,3
near,point,3
near,dock,3
near,mine,3
near,tornado,3
need,help,800
need,time,249
need,rest,189
need,attention,175
need,work,134
need,money,124
need,man,120
need,lot,99
need,mother,85
need,protection,75
need,father,74
need,sleep,73
need,woman,68
need,food,62
need,break,61
need,hand,61
need,place,54
need,repair,50
need,reason,48
need,encouragement,46
need,washing,45
need,thing,44
need,water,43
need,people,42
need,space,41
need,kind,40
need,assistance,39
need,leader,39
need,care,37
need,bit,36
need,blood,34
need,room,33
need,cleaning,33
need,stitch,31
need,parent,31
need,answer,30
need,air,30
need,friend,30
need,clothe,29
need,love,29
need,wife,27
need,support,27
need,lesson,27
need,touch,26
need,name,26
need,drink,22
need,doctor,22
need,job,22
need,privacy,21
need,cutting,19
need,weapon,19
need,training,18
need,fuel,18
need,guidance,17
need,king,16
need,comfort,16
need,meat,15
need,change,15
need,home,15
need,word,15
need,hero,15
need,hope,15
need,car,15
need,husband,15
need,exercise,15
need,moment,14
need,explanation,14
need,daddy,14
need,bath,14
need,light,13
need,strength,13
need,trim,13
need,nourishment,13
need,sex,12
need,leadership,12
need,proof,12
need,surgery,12
need,roof,11
need,order,11
need,amount,11
need,painting,11
need,bodyguard,11
need,coat,11
need,ride,11
need,sustenance,10
need,urging,10
need,oil,10
need,treatment,10
need,hour,10
need,shoe,10
need,up,10
need,sort,10
need,release,10
need,watering,10
need,minute,10
need,overhaul,10
need,life,10
need,stability,9
need,model,9
need,figure,9
need,revenue,9
need,paint,9
need,ally,9
need,pair,9
need,medication,9
need,reminder,9
need,outlet,9
need,symbol,8
need,discipline,8
need,distraction,8
need,push,8
need,cut,8
need,keeper,8
need,security,8
need,dog,8
need,hobby,8
need,magic,8
need,day,8
need,supply,8
need,protein,8
need,gun,8
need,boost,7
need,book,7
need,shave,7
need,brother,7
need,scapegoat,7
need,direction,7
need,practice,7
need,heir,7
need,reassurance,7
need,plan,7
need,kick,7
need,stimulation,7
need,evidence,7
need,crew,7
need,fear,7
need,brushing,7
need,milk,7
need,service,7
need,trimming,7
need,cash,6
need,glass,6
need,guy,6
need,instruction,6
need,operation,6
need,school,6
need,gold,6
need,dad,6
need,spanking,6
need,excuse,6
need,diaper,6
need,access,6
need,child,6
need,improvement,6
need,stuff,6
need,relief,6
need,warrant,6
need,gas,6
need,power,6
need,lawyer,6
need,worry,6
need,courage,6
need,sword,6
need,advice,6
need,son,6
need,fixing,5
need,bathroom,5
need,wash,5
need,sign,5
need,walk,5
need,chance,5
need,pound,5
need,goal,5
need,healing,5
need,freedom,5
need,toy,5
need,escort,5
need,combing,5
need,voice,5
need,testimony,5
need,oarsman,5
need,persuasion,5
need,inspiration,5
need,company,5
need,introduction,5
need,permission,5
need,haircut,5
need,color,5
need,polish,5
need,skill,5
need,understanding,5
need,electricity,5
need,income,5
need,organization,4
need,beauty,4
need,queen,4
need,flower,4
need,heat,4
need,fact,4
need,sympathy,4
need,dusting,4
need,death,4
need,talent,4
need,slave,4
need,mowing,4
need,password,4
need,secret,4
need,hug,4
need,wooing,4
need,invitation,4
need,peace,4
need,presence,4
need,doom,4
need,solution,4
need,robot,4
need,tree,4
need,feeding,4
need,translation,4
need,human,4
need,protector,4
need,information,4
need,tutor,4
need,captain,4
need,year,4
need,horse,4
need,payback,4
need,statement,4
need,code,4
need,killing,4
need,polishing,4
need,basket,4
need,government,4
need,refill,4
need,companionship,4
need,coach,4
need,magician,4
need,house,4
need,telling,4
need,intelligence,4
need,lift,4
need,detail,4
need,type,4
need,aid,3
need,shaving,3
need,bush,3
need,body,3
need,rule,3
need,breaker,3
need,jacket,3
need,closure,3
need,pruning,3
need,energy,3
need,signature,3
need,hay,3
need,music,3
need,clearing,3
need,insulin,3
need,boundary,3
need,master,3
need,comb,3
need,shepherd,3
need,lion,3
need,battery,3
need,variety,3
need,clean,3
need,saving,3
need,bicycle,3
need,month,3
need,soul,3
need,brace,3
need,oxygen,3
need,sidekick,3
need,religion,3
need,holding,3
need,none,3
need,silver,3
need,cap,3
need,god,3
need,egg,3
need,nutrient,3
need,brush,3
need,education,3
need,hospital,3
need,family,3
need,renovation,3
need,companion,3
neglect,duty,6
negotiate,price,4
negotiate,payment,3
negotiate,contract,3
neutralize,effect,4
nibble,lip,5
nick,skin,16
nick,arm,10
nick,throat,7
nick,artery,5
nick,heart,4
nip,lip,17
nip,skin,9
nip,earlobe,7
nip,ear,7
nip,flesh,5
nip,neck,4
nip,nipple,3
nock,arrow,20
nod,head,481
nod,agreement,143
nod,approval,44
nod,understanding,28
nod,thank,24
nod,greeting,21
nod,assent,19
nod,eye,10
nod,acceptance,7
nod,stiffly,6
nod,warily,4
nod,expression,4
nod,encouragement,4
nod,smile,3
nod,acknowledgment,3
nose,way,19
nose,hand,3
notch,arrow,7
note,time,4
note,detail,4
note,fact,4
note,difference,4
note,version,4
note,change,4
note,sentiment,3
notice,change,65
notice,thing,55
notice,absence,46
notice,difference,29
notice,arrival,26
notice,man,21
notice,approach,18
notice,girl,15
notice,car,13
notice,presence,13
notice,way,12
notice,figure,10
notice,look,10
notice,woman,9
notice,face,9
notice,body,8
notice,entrance,7
notice,eye,7
notice,appearance,7
notice,gesture,7
notice,departure,7
notice,detail,6
notice,expression,6
notice,movement,5
notice,color,5
notice,stare,5
notice,cycle,4
notice,shape,4
notice,passage,4
notice,stranger,4
notice,scar,4
notice,door,4
notice,activity,4
notice,hole,4
notice,passenger,4
notice,sort,4
notice,fact,4
notice,disappearance,4
notice,glance,4
notice,attention,4
notice,guard,4
notice,wound,3
notice,shadow,3
notice,lack,3
notice,struggle,3
notice,sword,3
notice,work,3
notice,smell,3
notice,coming,3
notice,lapse,3
notify,police,5
notify,publisher,3
nudge,leg,24
nudge,thigh,17
nudge,belly,14
nudge,hand,13
nudge,horse,11
nudge,arm,9
nudge,entrance,9
nudge,rib,7
nudge,her,6
nudge,shoulder,6
nudge,opening,6
nudge,way,5
nudge,pussy,5
nudge,back,5
nudge,clit,5
nudge,hip,5
nudge,fold,5
nudge,girl,4
nudge,side,4
nudge,chin,4
nudge,ass,4
nudge,one,3
nudge,cervix,3
numb,pain,14
numb,mind,8
numb,finger,8
numb,arm,6
numb,body,4
numb,brain,4
numb,hand,3
numb,shoulder,3
number,man,21
number,people,5
number,dozen,3
nurse,baby,8
nurse,son,3
nurse,head,3
nurse,arm,3
nuzzle,neck,24
nuzzle,hand,10
nuzzle,ear,8
nuzzle,hair,7
nuzzle,shoulder,6
nuzzle,chest,3
obey,command,70
obey,order,66
obey,law,18
obey,will,10
obey,husband,8
obey,rule,8
obey,mind,7
obey,instruction,4
obey,master,3
obey,overlord,3
obey,father,3
obliterate,trace,7
obliterate,track,7
obliterate,thought,7
obliterate,moon,3
obliterate,darkness,3
obscure,view,79
obscure,face,78
obscure,vision,58
obscure,moon,35
obscure,sun,33
obscure,star,19
obscure,feature,16
obscure,sky,15
obscure,horizon,10
obscure,sight,8
obscure,detail,8
obscure,eye,7
obscure,sound,7
obscure,figure,4
obscure,expression,4
obscure,building,4
obscure,perception,3
obscure,moonlight,3
observe,surrounding,4
observe,man,4
observe,message,4
obstruct,view,14
obtain,knowledge,4
obtain,information,4
obtain,order,4
obtain,power,3
occupy,mind,65
occupy,space,62
occupy,floor,54
occupy,corner,46
occupy,room,36
occupy,center,30
occupy,wall,20
occupy,building,18
occupy,thought,16
occupy,chair,16
occupy,place,15
occupy,position,14
occupy,seat,14
occupy,table,11
occupy,side,10
occupy,house,9
occupy,city,9
occupy,attention,8
occupy,centre,7
occupy,time,6
occupy,end,6
occupy,area,6
occupy,middle,6
occupy,half,5
occupy,factory,5
occupy,bench,5
occupy,apartment,4
occupy,face,3
occupy,block,3
occupy,lot,3
occupy,cupboard,3
occupy,row,3
offend,sense,8
offend,eye,6
offend,thee,6
offend,sensibility,4
offend,tongue,3
offer,view,166
offer,protection,144
offer,hand,98
offer,smile,74
offer,opportunity,53
offer,job,51
offer,comfort,47
offer,resistance,42
offer,chance,40
offer,service,32
offer,clue,31
offer,reward,30
offer,hope,28
offer,place,25
offer,help,25
offer,explanation,24
offer,drink,22
offer,shelter,22
offer,support,22
offer,money,21
offer,arm,20
offer,cover,20
offer,condolence,19
offer,assistance,18
offer,advice,18
offer,prayer,15
offer,room,15
offer,concealment,15
offer,glass,15
offer,answer,15
offer,food,14
offer,position,14
offer,light,14
offer,coffee,14
offer,shade,13
offer,way,13
offer,nod,13
offer,cup,13
offer,insight,12
offer,glimpse,12
offer,warmth,12
offer,seat,12
offer,illumination,11
offer,choice,11
offer,relief,11
offer,security,10
offer,possibility,10
offer,comment,10
offer,suggestion,10
offer,information,9
offer,deal,9
offer,menu,9
offer,opinion,9
offer,name,9
offer,price,8
offer,entertainment,8
offer,life,8
offer,hint,8
offer,sympathy,7
offer,scholarship,7
offer,ride,7
offer,bag,7
offer,course,7
offer,class,7
offer,water,7
offer,greeting,6
offer,advantage,6
offer,traction,6
offer,sacrifice,6
offer,barrier,6
offer,lesson,6
offer,solution,6
offer,kind,6
offer,tea,6
offer,sensation,6
offer,bit,6
offer,wine,6
offer,cigarette,6
offer,work,6
offer,piece,6
offer,solace,6
offer,safety,6
offer,compliment,6
offer,promotion,5
offer,encore,5
offer,couch,5
offer,chair,5
offer,amount,5
offer,use,5
offer,word,5
offer,apology,5
offer,sex,5
offer,bowl,5
offer,woman,5
offer,shield,4
offer,sum,4
offer,term,4
offer,throne,4
offer,benefit,4
offer,dollar,4
offer,space,4
offer,look,4
offer,example,4
offer,guidance,4
offer,tour,4
offer,bargain,4
offer,trip,4
offer,gift,4
offer,kindness,4
offer,spot,4
offer,defense,4
offer,marriage,4
offer,bread,4
offer,selection,4
offer,bed,4
offer,letter,4
offer,evidence,4
offer,share,4
offer,platter,4
offer,package,4
offer,crack,4
offer,thing,4
offer,detail,4
offer,hospitality,4
offer,salute,4
offer,fortune,4
offer,reassurance,4
offer,paw,4
offer,bow,4
offer,means,4
offer,guarantee,3
offer,tray,3
offer,strength,3
offer,plenty,3
offer,congratulation,3
offer,program,3
offer,insult,3
offer,set,3
offer,grin,3
offer,ale,3
offer,respite,3
offer,testimony,3
offer,denial,3
offer,facility,3
offer,chicken,3
offer,level,3
offer,variety,3
offer,kicking,3
offload,cargo,3
offset,loss,7
ogle,breast,6
ogle,woman,3
omit,name,4
ooze,blood,44
ooze,sex,6
ooze,cheek,6
ooze,side,4
ooze,appeal,4
ooze,arm,4
ooze,water,3
ooze,confidence,3
ooze,pre,3
ooze,leg,3
ooze,neck,3
open,door,4193
open,eye,923
open,mouth,893
open,fire,721
open,crack,362
open,gate,210
open,inch,172
open,window,70
open,arm,53
open,jaw,50
open,box,45
open,drawer,41
open,fraction,39
open,bottle,38
open,bag,35
open,way,34
open,inward,31
open,hand,31
open,book,29
open,wound,25
open,hall,24
open,lip,23
open,time,21
open,hatch,20
open,world,20
open,trunk,20
open,case,18
open,shop,17
open,couple,17
open,letter,16
open,light,16
open,heart,16
open,button,15
open,envelope,15
open,slit,15
open,briefcase,14
open,present,14
open,floodgate,14
open,dialog,14
open,throat,14
open,side,14
open,foot,14
open,maw,13
open,cut,13
open,gash,13
open,sliver,12
open,store,12
open,lock,11
open,outward,11
open,coat,11
open,man,11
open,cell,11
open,wing,11
open,menu,11
open,possibility,11
open,panel,10
open,bit,10
open,shirt,10
open,back,10
open,purse,10
open,lid,9
open,file,9
open,fist,9
open,curtain,9
open,notebook,8
open,face,8
open,corridor,8
open,partway,8
open,moment,8
open,gift,8
open,hole,8
open,shutter,8
open,wallet,8
open,channel,8
open,beak,8
open,office,7
open,body,7
open,crate,7
open,realm,6
open,woman,6
open,shut,6
open,line,6
open,cage,6
open,path,6
open,voice,6
open,chest,6
open,kitchen,6
open,mail,6
open,cabinet,5
open,rest,5
open,hair,5
open,communication,5
open,account,5
open,width,5
open,screen,5
open,look,5
open,throttle,5
open,word,5
open,portal,5
open,one,5
open,span,4
open,air,4
open,floor,4
open,smile,4
open,pack,4
open,thing,4
open,sack,4
open,plethora,4
open,skin,4
open,second,4
open,place,4
open,room,4
open,step,4
open,can,4
open,question,4
open,car,4
open,belly,4
open,restaurant,4
open,length,4
open,hood,4
open,home,4
open,flap,4
open,pool,4
open,compartment,4
open,hallway,4
open,pouch,4
open,petal,4
open,newspaper,4
open,scream,4
open,business,4
open,jean,4
open,guy,4
open,sound,3
open,flickering,3
open,avenue,3
open,barn,3
open,clasp,3
open,parcel,3
open,rejoice,3
open,packet,3
open,music,3
open,enter,3
open,bedroom,3
open,wave,3
open,cheek,3
open,minute,3
open,scene,3
open,sun,3
open,armory,3
open,laptop,3
open,leg,3
open,instant,3
open,stall,3
open,area,3
open,shell,3
open,barrier,3
open,shoe,3
open,padlock,3
open,secret,3
open,plate,3
open,hinge,3
operate,control,4
operate,machine,4
oppose,marriage,10
oppose,wish,5
oppose,effort,4
oppose,landing,4
orbit,sun,9
orbit,star,6
orbit,depot,3
order,man,57
order,drink,20
order,ship,14
order,beer,9
order,crew,9
order,troop,8
order,coffee,8
order,test,8
order,soldier,7
order,food,6
order,rest,6
order,death,5
order,helmsman,5
order,execution,5
order,fire,5
order,driver,5
order,destruction,5
order,guard,4
order,round,4
order,retreat,4
order,lunch,4
order,pizza,4
order,attack,4
order,sail,4
order,completion,3
order,trial,3
order,horse,3
order,medication,3
order,search,3
outflank,left,3
outlaw,sport,3
outline,body,9
outline,breast,9
outline,eye,8
outline,figure,7
outline,shape,6
outline,feature,5
outline,curve,4
outline,mouth,3
outline,lip,3
outline,universe,3
outlive,usefulness,12
outlive,child,11
outlive,man,5
outlive,ship,3
outnumber,woman,28
outnumber,man,25
outnumber,answer,5
outnumber,female,5
outnumber,living,4
outnumber,force,4
outnumber,fleet,3
outpace,supply,3
outreach,family,3
outshine,sun,4
outshine,illumination,3
outstretche,dream,3
outstrip,supply,7
outstrip,imagination,3
outstrip,wit,3
outta,ass,9
outta,gutter,6
outta,house,6
outta,bag,6
outta,office,3
outta,ear,3
outweigh,risk,46
outweigh,need,35
outweigh,benefit,19
outweigh,pain,11
outweigh,cost,11
outweigh,fear,10
outweigh,desire,9
outweigh,gain,8
outweigh,disadvantage,7
outweigh,con,7
outweigh,sense,6
outweigh,loss,5
outweigh,burden,4
outweigh,reward,4
outweigh,advantage,4
outweigh,caution,4
outweigh,anxiety,3
outweigh,drawback,3
outweigh,harm,3
outwit,attempt,3
outwit,death,3
overcome,fear,57
overcome,sense,28
overcome,face,13
overcome,caution,10
overcome,obstacle,8
overcome,pain,6
overcome,reason,5
overcome,odd,4
overcome,reluctance,4
overcome,difficulty,4
overcome,shock,4
overcome,force,3
overcome,shyness,3
overcome,death,3
overflow,bank,15
overflow,eye,14
overhang,belt,5
overhang,street,4
overhang,water,4
overhear,conversation,12
overhear,knight,3
overhear,argument,3
overlap,shield,3
overlay,one,4
overlay,petticoat,4
overload,sens,4
overload,ass,3
overlook,garden,49
overlook,courtyard,16
overlook,yard,15
overlook,street,15
overlook,lake,8
overlook,area,6
overlook,city,6
overlook,river,6
overlook,water,6
overlook,floor,6
overlook,court,5
overlook,ocean,5
overlook,part,5
overlook,field,4
overlook,lot,4
overlook,schoolyard,4
overlook,view,4
overlook,backyard,4
overlook,patio,4
overlook,front,4
overlook,lawn,4
overlook,building,4
overlook,fact,4
overlook,sea,4
overlook,roof,4
overlook,thing,3
overlook,port,3
overlook,affair,3
overlook,matter,3
overlook,meadow,3
overlook,room,3
overpower,scent,9
overpower,smell,8
overpower,sens,6
overpower,fear,5
overpower,light,4
overpower,stench,4
override,sense,13
override,permission,10
override,fear,8
overrule,sense,7
overrule,objection,4
overrule,mother,3
overrule,head,3
overrun,place,4
overrun,island,3
oversee,operation,4
overshadow,form,3
overshoot,target,8
overstep,bound,4
overstuff,chair,4
overtake,body,34
overtake,face,27
overtake,room,10
overtake,feature,6
overtake,light,4
overtake,sky,4
overtake,mind,3
overtake,villain,3
overthrow,government,7
overtook,face,5
overturn,furniture,4
overturn,conviction,4
overwhelm,sens,49
overwhelm,body,9
overwhelm,sense,9
overwhelm,desire,4
overwhelm,resistance,4
overwhelm,scent,3
owe,debt,58
owe,money,52
owe,favor,45
owe,life,24
owe,allegiance,17
owe,living,15
owe,lot,12
owe,existence,11
owe,dollar,8
owe,word,5
owe,man,4
owe,deal,4
owe,apology,4
owe,death,4
owe,time,4
owe,fealty,3
owe,path,3
owe,direction,3
owe,mother,3
owe,obedience,3
own,copyright,88
own,land,87
own,place,84
own,store,77
own,company,69
own,house,65
own,shop,63
own,property,57
own,business,38
own,farm,36
own,building,31
own,ranch,25
own,estate,24
own,bank,20
own,restaurant,20
own,car,17
own,cabin,16
own,chain,16
own,half,15
own,bar,14
own,factory,13
own,slave,13
own,gun,12
own,home,12
own,plantation,12
own,lot,10
own,town,10
own,dealership,9
own,thing,9
own,percent,8
own,hotel,8
own,bakery,8
own,piece,8
own,mine,8
own,vineyard,8
own,garage,8
own,book,7
own,dog,7
own,cottage,6
own,resort,6
own,vehicle,6
own,share,6
own,soul,5
own,fleet,5
own,horse,5
own,club,5
own,island,5
own,street,5
own,castle,5
own,string,5
own,city,4
own,bookshop,4
own,part,4
own,wagon,4
own,heart,4
own,inn,4
own,chunk,4
own,jet,4
own,pub,4
own,acre,4
own,right,4
own,tent,4
own,pair,4
own,paper,4
own,body,4
own,condo,3
own,bunch,3
own,camp,3
own,mill,3
own,gallery,3
own,kind,3
own,ring,3
own,watch,3
own,number,3
own,operation,3
own,woman,3
pace,floor,20
pace,room,19
pace,hall,4
pace,round,3
pace,cell,3
pack,bag,52
pack,punch,22
pack,thing,20
pack,belonging,14
pack,instrument,9
pack,lunch,8
pack,food,8
pack,equipment,7
pack,clothe,6
pack,good,6
pack,stuff,5
pack,car,5
pack,sidewalk,5
pack,wallop,4
pack,camp,4
pack,valise,4
pack,suitcase,4
pack,gun,4
pack,heat,4
pack,item,3
pack,tool,3
pack,weapon,3
pad,hallway,5
pain,eye,4
painful,hour,3
paint,picture,105
paint,red,49
paint,color,37
paint,face,34
paint,shade,27
paint,green,25
paint,blue,18
paint,wall,15
paint,cheek,14
paint,cream,11
paint,sky,11
paint,portrait,10
paint,pink,10
paint,white,8
paint,box,8
paint,yellow,8
paint,gold,7
paint,pentagram,6
paint,orange,6
paint,skin,6
paint,image,6
paint,scene,5
paint,horizon,4
paint,target,4
paint,crimson,4
paint,toenail,4
paint,purple,4
paint,house,4
paint,van,3
paint,scenario,3
paint,tower,3
paint,door,3
paint,cloud,3
paint,stripe,3
paint,colour,3
pal,shade,5
pal,sky,4
palm,breast,17
palm,ass,16
palm,back,6
palm,bill,3
palm,side,3
pan,room,7
pan,crowd,5
pan,body,4
pan,audience,4
pan,camera,3
pantomime,word,3
parallel,belief,3
parallel,creek,3
parallel,waterfront,3
parboil,cup,7
park,car,109
park,front,54
park,truck,8
park,block,8
park,limousine,4
park,suv,4
park,vehicle,4
park,motorcycle,4
park,nose,3
part,lip,151
part,fold,35
part,thigh,22
part,way,18
part,her,14
part,curtain,13
part,fraction,13
part,leg,10
part,flesh,9
part,cheek,8
part,company,7
part,eye,4
part,slit,4
part,rank,4
part,robe,4
part,hair,4
part,breath,4
part,skin,3
part,mouth,3
part,mine,3
part,curl,3
pass,lip,347
pass,face,61
pass,time,58
pass,law,58
pass,test,39
pass,window,30
pass,door,26
pass,way,25
pass,word,24
pass,hand,23
pass,bottle,18
pass,sentence,17
pass,minute,14
pass,spine,14
pass,point,13
