subject,verb,object,count
light,reveal,face,14
light,show,face,14
light,fill,chamber,13
light,give,look,13
light,give,light,13
light,find,way,13
light,turn,hair,13
light,flash,green,13
light,illuminate,interior,13
light,have,effect,12
light,illuminate,window,12
light,make,pattern,12
light,catch,edge,12
light,make,difference,12
light,fill,tunnel,12
light,illuminate,scene,12
light,illuminate,body,11
light,give,headache,11
light,illuminate,way,11
light,strike,eye,11
light,grow,fainter,10
light,reach,eye,10
light,illuminate,figure,10
light,illuminate,path,10
light,illuminate,floor,10
light,create,shadow,10
light,illuminate,wall,10
light,attract,attention,10
light,touch,eye,10
light,fill,window,10
light,light,scene,10
lightning,light,sky,49
lightning,split,sky,37
lightning,strike,tree,26
lightning,streak,sky,20
lightning,slash,sky,15
lightning,crack,sky,12
lightning,strike,ground,11
limb,give,way,10
line,crease,forehead,58
line,bracket,mouth,47
line,crease,brow,33
line,catch,eye,18
line,make,sense,17
line,make,way,17
line,crease,corner,15
line,give,way,15
line,mark,face,12
line,furrow,brow,11
line,tell,story,11
line,etch,face,10
lip,touch,her,287
lip,form,word,203
lip,touch,mine,190
lip,brush,ear,157
lip,meet,her,151
lip,brush,her,135
lip,brush,cheek,118
lip,form,line,117
lip,find,her,99
lip,form,smile,98
lip,meet,mine,77
lip,touch,ear,76
lip,cover,her,75
lip,touch,skin,75
lip,brush,mine,66
lip,graze,ear,56
lip,brush,forehead,56
lip,brush,skin,51
lip,capture,her,47
lip,make,contact,46
lip,leave,her,46
lip,brush,neck,45
lip,touch,neck,44
lip,find,neck,39
lip,find,mine,38
lip,brush,hair,36
lip,graze,cheek,36
lip,shape,word,35
lip,claim,her,34
lip,brush,temple,32
lip,move,neck,31
lip,touch,cheek,30
lip,find,way,27
lip,trail,neck,27
lip,form,pout,26
lip,mouth,word,26
lip,press,kiss,25
lip,cover,mine,25
lip,leave,mine,22
lip,graze,neck,21
lip,form,name,21
lip,graze,skin,20
lip,brush,top,20
lip,take,her,20
lip,sink,ship,20
lip,capture,mine,20
lip,touch,hair,20
lip,work,way,19
lip,clamp,shut,19
lip,crush,her,19
lip,crush,mine,19
lip,make,line,18
lip,seek,her,18
lip,find,ear,18
lip,follow,path,18
lip,skim,neck,17
lip,trail,kiss,17
lip,devour,her,16
lip,leave,skin,16
lip,touch,forehead,16
lip,leave,mouth,16
lip,make,way,16
lip,graze,forehead,15
lip,travel,neck,15
lip,caress,her,15
lip,find,spot,15
lip,nuzzle,neck,15
lip,trace,line,14
lip,brush,earlobe,14
lip,brush,back,14
lip,caress,neck,14
lip,leave,trail,14
lip,trace,path,14
lip,devour,mine,13
lip,caress,ear,13
lip,make,sound,13
lip,graze,mine,13
lip,twitch,bit,13
lip,part,her,12
lip,kiss,neck,12
lip,frame,word,12
lip,find,skin,12
lip,find,nipple,12
lip,speak,word,11
lip,frame,smile,11
lip,paint,red,11
lip,brush,throat,11
lip,meet,skin,11
lip,make,trail,11
lip,graze,earlobe,11
lip,hover,inch,11
lip,form,grin,10
lip,brush,shoulder,10
lip,move,throat,10
lip,kiss,trail,10
lip,burn,trail,10
lip,caress,skin,10
lip,touch,throat,10
liquid,burn,throat,30
liquid,slide,throat,17
liquid,fill,mouth,15
liquid,soothe,throat,14
liquid,burn,way,13
liquid,hit,tongue,10
liquor,burn,throat,16
list,contain,name,19
lock,give,way,46
lock,click,shut,14
logic,make,sense,46
look,cross,face,1070
look,cross,feature,71
look,enter,eye,71
look,speak,volume,60
look,leave,face,47
look,fill,eye,43
look,cover,face,37
look,break,heart,33
look,give,way,30
look,give,pause,28
look,fill,face,27
look,tell,story,24
look,confirm,suspicion,23
look,leave,eye,22
look,take,breath,21
look,send,chill,20
look,send,shiver,20
look,answer,question,20
look,make,sense,19
look,give,answer,18
look,confirm,fear,18
look,leave,doubt,15
look,take,face,15
look,pass,face,14
look,cloud,face,14
look,cloud,eye,12
look,light,face,12
look,take,place,12
look,steal,breath,11
look,make,blush,10
look,cross,eye,10
look,crease,face,10
look,darken,face,10
look,change,mind,10
loss,make,difference,15
loss,take,toll,14
loss,have,effect,10
lot,make,sense,46
lot,have,problem,30
lot,take,place,28
lot,have,trouble,18
lot,change,hand,17
lot,say,thing,16
lot,have,car,16
lot,have,name,15
lot,have,time,14
lot,have,idea,14
lot,make,mistake,13
lot,have,thing,12
lot,have,hair,11
lot,have,eye,10
lot,find,way,10
love,find,way,52
love,hath,man,24
love,know,bound,20
love,have,way,20
love,have,power,18
love,fill,heart,16
love,give,strength,13
love,make,fool,12
love,cast,fear,12
love,have,place,11
love,take,root,11
love,make,difference,10
luck,shake,head,30
luck,play,part,19
luck,take,turn,14
luck,play,role,12
lump,fill,throat,29
lump,clog,throat,14
lung,demand,air,11
lung,get,air,10
lung,take,air,10
machine,make,noise,15
machine,line,wall,14
machine,pick,call,12
madness,take,hold,11
magazine,hold,round,18
mage,shake,head,17
mage,have,power,10
magic,take,hold,20
magic,have,effect,20
magic,have,power,10
maid,open,door,59
maid,enter,room,28
maid,leave,room,15
maid,answer,door,13
maid,shake,head,12
maid,bring,tray,11
majority,take,place,19
male,shake,head,15
mama,raise,fool,12
man,shake,head,1477
man,shake,hand,534
man,open,door,448
man,hold,hand,350
man,enter,room,343
man,take,step,332
man,have,right,316
man,make,way,315
man,raise,hand,288
man,put,hand,277
man,have,time,251
man,have,hair,232
man,clear,throat,229
man,exchange,glance,227
man,have,idea,216
man,wear,suit,209
man,have,chance,203
man,turn,head,202
man,give,look,193
man,take,care,190
man,have,eye,188
man,have,way,181
man,have,hand,152
man,leave,room,140
man,say,word,135
man,pay,attention,135
man,have,power,133
man,ask,question,131
man,make,move,131
man,have,sense,130
man,open,mouth,129
man,open,eye,128
man,raise,eyebrow,127
man,love,woman,125
man,have,face,124
man,give,smile,124
man,have,gun,121
man,give,nod,121
man,take,place,119
man,spend,time,118
man,take,breath,113
man,take,seat,112
man,exchange,look,111
man,wear,shirt,109
man,have,look,109
man,close,eye,108
man,wear,uniform,108
man,save,life,107
man,extend,hand,105
man,push,way,104
man,say,thing,103
man,stand,guard,102
man,grab,arm,102
man,make,mistake,102
man,have,point,101
man,wave,hand,100
man,take,hand,100
man,make,love,100
man,have,reason,98
man,tell,truth,98
man,have,problem,97
man,have,wife,96
man,take,turn,95
man,keep,eye,95
man,nod,head,93
man,lift,head,93
man,close,door,91
man,bow,head,91
man,make,sound,90
man,find,way,90
man,have,trouble,83
man,have,arm,83
man,stick,head,83
man,take,position,83
man,want,woman,83
man,cock,head,82
man,have,head,82
man,have,kind,81
man,wear,hat,81
man,take,look,81
man,lift,hand,80
man,have,need,79
man,take,advantage,78
man,lose,life,77
man,raise,head,76
man,tell,story,74
man,have,lot,73
man,tell,tale,73
man,make,noise,72
man,have,choice,71
man,marry,woman,71
man,have,name,71
man,roll,eye,70
man,make,attempt,69
man,turn,attention,69
man,have,thing,69
man,lick,lip,68
man,have,money,68
man,take,time,68
man,open,fire,67
man,live,life,67
man,turn,back,67
man,make,gesture,66
man,make,decision,66
man,catch,eye,66
man,narrow,eye,65
man,wear,coat,65
man,have,heart,64
man,take,woman,64
man,play,game,64
man,draw,sword,63
man,give,life,62
man,tilt,head,62
man,have,woman,61
man,shrug,shoulder,61
man,lay,hand,61
man,poke,head,61
man,give,glance,60
man,have,friend,60
man,put,arm,60
man,hold,gun,60
man,point,gun,59
man,take,hold,59
man,place,hand,59
man,lose,mind,58
man,stand,chance,58
man,work,way,57
man,turn,eye,57
man,wear,jacket,57
man,have,voice,57
man,risk,life,56
man,round,corner,56
man,have,life,56
man,offer,hand,56
man,have,reputation,56
man,have,ability,55
man,have,back,55
man,have,control,54
man,have,business,54
man,raise,arm,53
man,hold,arm,53
man,have,beard,53
man,run,hand,53
man,have,weapon,52
man,treat,woman,52
man,turn,corner,51
man,lead,way,51
man,play,card,51
man,purse,lip,51
man,give,laugh,51
man,show,sign,51
man,have,place,50
man,light,cigarette,50
man,need,help,50
man,take,notice,50
man,have,interest,50
man,know,name,50
man,have,strength,50
man,approach,table,49
man,reach,hand,49
man,have,effect,49
man,wrap,arm,49
man,speak,truth,49
man,incline,head,49
man,have,sex,48
man,block,way,48
man,smile,smile,48
man,lock,eye,48
man,hold,door,48
man,wear,clothe,47
man,give,name,47
man,jerk,head,47
man,take,arm,47
man,lower,head,46
man,follow,suit,46
man,wear,robe,46
man,waste,time,46
man,have,child,46
man,have,knife,45
man,push,door,45
man,pull,gun,45
man,have,taste,45
man,clap,hand,45
man,change,mind,45
man,have,nerve,45
man,make,difference,45
man,have,courage,44
man,have,family,44
man,lose,control,44
man,raise,voice,44
man,wear,mask,44
man,make,effort,44
man,hit,ground,44
man,enter,office,44
man,remove,hat,44
man,meet,eye,44
man,commit,murder,44
man,have,skill,44
man,turn,face,43
man,throw,arm,43
man,take,charge,43
man,answer,door,42
man,have,intention,42
man,fold,arm,42
man,tighten,grip,41
man,spend,year,41
man,speak,word,41
man,draw,weapon,41
man,know,thing,41
man,give,order,41
man,have,feeling,41
man,have,job,41
man,wave,arm,41
man,leave,house,40
man,shut,door,40
man,take,hat,40
man,share,look,40
man,die,death,40
man,spend,night,40
man,kill,man,40
man,have,experience,40
man,have,answer,40
man,have,order,39
man,take,wife,39
man,set,foot,39
man,have,smile,39
man,have,manner,39
man,get,chance,39
man,have,difficulty,39
man,hang,head,39
man,have,mind,39
man,take,pleasure,39
man,cross,arm,39
man,see,face,38
man,hold,breath,38
man,have,enemy,38
man,rub,hand,38
man,stick,hand,38
man,need,woman,38
man,stand,ground,38
man,have,plan,38
man,have,opportunity,38
man,have,secret,38
man,have,body,37
man,have,knowledge,37
man,take,interest,37
man,lift,arm,37
man,spend,life,37
man,clasp,hand,37
man,raise,gun,37
man,draw,breath,37
man,pull,chair,37
man,take,eye,37
man,throw,head,36
man,have,air,36
man,have,accent,36
man,wear,jean,36
man,open,gate,36
man,take,part,36
man,cross,street,35
man,get,hand,35
man,raise,weapon,35
man,take,chance,35
man,cast,glance,35
man,grab,hold,35
man,catch,sight,35
man,keep,hand,35
man,tip,hat,35
man,have,advantage,35
man,enter,house,35
man,see,thing,35
man,spend,day,34
man,drive,car,34
man,ask,woman,34
man,pull,trigger,34
man,make,sense,34
man,love,wife,34
man,call,name,34
man,leave,office,34
man,have,issue,34
man,spend,hour,34
man,bob,head,33
man,block,path,33
man,lie,motionless,33
man,feel,need,33
man,take,control,33
man,have,talent,33
man,take,sip,33
man,keep,distance,33
man,carry,gun,33
man,grab,hand,33
man,take,life,33
man,have,mouth,32
man,put,finger,32
man,kill,woman,32
man,catch,attention,32
man,like,woman,32
man,wear,armor,32
man,know,way,32
man,have,son,32
man,give,woman,32
man,take,money,32
man,run,finger,32
man,bear,resemblance,32
man,wear,tunic,32
man,sing,song,32
man,have,connection,31
man,have,clue,31
man,make,sign,31
man,have,respect,31
man,have,skin,31
man,kiss,woman,31
man,wear,cap,31
man,snap,finger,31
man,fire,shot,31
man,carry,bag,31
man,have,thought,31
man,stand,motionless,31
man,answer,question,31
man,commit,suicide,31
man,carry,weapon,31
man,touch,woman,31
man,have,use,31
man,catch,breath,31
man,raise,sword,31
man,throw,hand,31
man,hold,weapon,30
man,make,choice,30
man,have,information,30
man,draw,knife,30
man,move,hand,30
man,see,woman,30
man,drop,weapon,30
man,have,scar,30
man,wear,hair,30
man,have,attack,30
man,take,leave,30
man,enter,chamber,30
man,have,weakness,30
man,have,plenty,29
man,have,access,29
man,give,bow,29
man,have,blood,29
man,read,mind,29
man,make,contact,29
man,want,wife,29
man,wear,cloak,29
man,shoot,look,29
man,hold,sword,29
man,have,none,29
man,wear,pant,29
man,show,interest,29
man,slam,door,29
man,exchange,word,29
man,have,responsibility,29
man,get,look,28
man,have,appetite,28
man,make,mind,28
man,nod,agreement,28
man,say,name,28
man,have,record,28
man,get,hold,28
man,have,desire,28
man,ride,horse,28
man,have,nose,28
man,hold,knife,28
man,keep,watch,28
man,have,day,28
man,wear,boot,28
man,put,head,28
man,raise,eye,28
man,lead,life,28
man,want,thing,28
man,turn,gaze,28
man,form,circle,27
man,make,fool,27
man,get,idea,27
man,meet,gaze,27
man,climb,step,27
man,have,ball,27
man,have,fun,27
man,carry,rifle,27
man,raise,brow,27
man,find,place,27
man,wear,clothing,27
man,shoulder,way,27
man,write,letter,27
man,have,pride,27
man,have,streak,27
man,have,sort,27
man,pull,door,27
man,fill,doorway,26
man,have,memory,26
man,bring,hand,26
man,have,patience,26
man,make,appearance,26
man,lead,horse,26
man,spread,hand,26
man,lose,interest,26
man,release,grip,26
man,have,tendency,26
man,read,newspaper,26
man,have,quality,26
man,outnumber,woman,26
man,raise,rifle,26
man,find,woman,26
man,give,start,26
man,have,feature,26
man,pick,way,26
man,thrust,hand,26
man,reach,top,26
man,take,opportunity,26
man,lower,weapon,26
man,hold,power,26
man,have,gift,26
man,have,pistol,25
man,duck,head,25
man,fight,way,25
man,commit,crime,25
man,have,grip,25
man,have,daughter,25
man,play,part,25
man,raise,finger,25
man,lower,voice,25
man,turn,heel,25
man,utter,word,25
man,have,presence,25
man,leave,building,25
man,press,button,25
man,have,affair,25
man,set,fire,25
man,pull,knife,25
man,cup,hand,25
man,draw,gun,25
man,shout,order,25
man,take,note,24
man,raise,fist,24
man,flash,smile,24
man,let,scream,24
man,fit,description,24
man,drink,beer,24
man,have,knack,24
man,put,gun,24
man,wear,expression,24
man,have,moment,24
man,pick,phone,24
man,wipe,hand,24
man,have,price,24
man,remove,hand,24
man,have,faith,24
man,raise,glass,24
man,follow,lead,24
man,take,order,23
man,wear,short,23
man,have,leg,23
man,exit,car,23
man,hear,word,23
man,hold,rifle,23
man,scratch,chin,23
man,have,vision,23
man,enter,hall,23
man,wear,trouser,23
man,give,way,23
man,take,call,23
man,answer,phone,23
man,take,risk,23
man,break,heart,23
man,climb,stair,23
man,give,grin,23
man,pay,heed,23
man,shake,fist,23
man,draw,pistol,23
man,smoke,cigarette,23
man,grip,arm,23
man,scratch,head,23
man,walk,dog,23
man,point,finger,22
man,touch,arm,22
man,read,book,22
man,kill,people,22
man,fight,battle,22
man,drive,truck,22
man,swing,sword,22
man,think,thing,22
man,pay,money,22
man,push,button,22
man,take,picture,22
man,hold,pistol,22
man,make,bow,22
man,reach,door,22
man,draw,attention,22
man,tip,head,22
man,pull,hand,22
man,wear,tie,22
man,move,muscle,22
man,speak,language,22
man,have,temper,22
man,carry,sword,22
man,tell,woman,22
man,bar,tooth,22
man,take,shot,22
man,have,conscience,22
man,have,finger,22
man,glance,way,22
man,use,word,22
man,lie,face,22
man,take,drink,22
man,have,relationship,22
man,need,sleep,21
man,break,silence,21
man,cross,path,21
man,enter,bar,21
man,force,way,21
man,form,line,21
man,give,information,21
man,give,money,21
man,have,dream,21
man,have,foot,21
man,have,hold,21
man,have,room,21
man,have,wish,21
man,keep,pace,21
man,lose,head,21
man,lower,gun,21
man,make,living,21
man,make,motion,21
man,make,plan,21
man,raise,pistol,21
man,reach,end,21
man,return,fire,21
man,take,moment,21
man,have,spot,20
man,keep,head,20
man,make,point,20
man,leave,wife,20
man,follow,order,20
man,have,ass,20
man,have,hope,20
man,shift,weight,20
man,kill,father,20
man,have,luck,20
man,kill,wife,20
man,shoot,glance,20
man,have,horse,20
man,take,aim,20
man,make,use,20
man,wear,ring,20
man,have,year,20
man,pay,mind,20
man,pay,price,20
man,need,wife,20
man,grab,wrist,20
man,press,lip,20
man,hit,floor,20
man,use,name,20
man,pull,arm,20
man,turn,horse,20
man,give,stare,20
man,have,contact,20
man,have,stroke,20
man,hold,finger,20
man,give,direction,20
man,give,cheer,20
man,wear,glove,20
man,have,sword,20
man,get,job,20
man,ignore,question,20
man,let,sigh,20
man,get,shot,19
man,get,right,19
man,use,hand,19
man,read,thought,19
man,take,lead,19
man,hurt,woman,19
man,have,opinion,19
man,have,history,19
man,cross,room,19
man,pull,hood,19
man,give,shrug,19
man,mount,horse,19
man,keep,secret,19
man,have,confidence,19
man,pull,phone,19
man,set,camp,19
man,make,money,19
man,have,set,19
man,push,chair,19
man,have,notion,19
man,have,love,19
man,make,work,19
man,put,fight,19
man,have,habit,19
man,give,creep,19
man,smoke,cigar,19
man,spur,horse,19
man,clench,fist,19
man,wear,pair,19
man,roll,window,19
man,have,duty,19
man,make,joke,19
man,wear,glass,19
man,make,show,19
man,have,word,19
man,watch,move,19
man,hold,position,19
man,offer,smile,19
man,park,car,19
man,give,chase,19
man,tell,lie,19
man,meet,woman,19
man,have,soul,19
man,pose,threat,19
man,have,doubt,19
man,have,side,18
man,make,impression,18
man,make,mark,18
man,arch,eyebrow,18
man,have,brain,18
man,meet,death,18
man,marry,girl,18
man,walk,earth,18
man,carry,box,18
man,hold,gaze,18
man,hold,ground,18
man,need,attention,18
man,have,muscle,18
man,take,thing,18
man,take,phone,18
man,join,group,18
man,take,offense,18
man,take,gun,18
man,keep,mouth,18
man,take,glass,18
man,kill,thing,18
man,know,truth,18
man,have,key,18
man,father,child,18
man,show,emotion,18
man,feel,pain,18
man,feel,way,18
man,aim,gun,18
man,rest,hand,18
man,have,rifle,18
man,regain,consciousness,18
man,get,sleep,18
man,give,cry,18
man,lock,door,18
man,give,time,18
man,point,weapon,18
man,guard,door,18
man,have,expression,18
man,lower,hand,18
man,need,rest,18
man,approach,desk,17
man,drink,coffee,17
man,leave,woman,17
man,doff,hat,17
man,let,laugh,17
man,descend,stair,17
man,avert,eye,17
man,take,pain,17
man,make,comment,17
man,take,pride,17
man,crack,smile,17
man,take,swing,17
man,get,woman,17
man,hold,head,17
man,push,cart,17
man,treat,wife,17
man,have,one,17
man,build,house,17
man,have,option,17
man,have,tongue,17
man,lose,grip,17
man,need,place,17
man,point,pistol,17
man,wear,shoe,17
man,lose,temper,17
man,walk,street,17
man,grit,tooth,17
man,want,sex,17
man,have,tie,17
man,hear,sound,17
man,hath,right,17
man,bring,rear,17
man,drop,hand,17
man,swear,oath,17
man,enter,building,17
man,bark,laugh,17
man,know,secret,17
man,have,ego,17
man,enter,store,17
man,take,body,17
man,exit,room,17
man,exit,vehicle,17
man,make,trouble,17
man,mean,harm,17
man,take,coat,17
man,leave,home,17
man,take,cover,17
man,have,honor,17
man,have,hole,17
man,wipe,eye,17
man,make,call,16
man,take,card,16
man,have,number,16
man,blink,eye,16
man,fight,war,16
man,enter,restaurant,16
man,catch,arm,16
man,extend,arm,16
man,take,drag,16
man,see,light,16
man,keep,track,16
man,know,business,16
man,need,encouragement,16
man,let,cry,16
man,make,trip,16
man,have,ear,16
man,dig,hole,16
man,lower,eye,16
man,return,gaze,16
man,have,share,16
man,use,woman,16
man,approach,door,16
man,cross,road,16
man,need,money,16
man,have,attention,16
man,lift,eye,16
man,have,deal,16
man,crane,neck,16
man,give,wave,16
man,heave,sigh,16
man,have,bit,16
man,spend,minute,16
man,give,answer,16
man,tell,name,16
man,tell,thing,16
man,clamp,hand,16
man,need,time,16
man,check,watch,16
man,put,foot,16
man,block,view,16
man,wear,helmet,16
man,give,instruction,16
man,drag,body,15
man,have,say,15
man,have,view,15
man,have,potential,15
man,have,will,15
man,wield,power,15
man,hesitate,moment,15
man,hold,cup,15
man,hold,grudge,15
man,hold,sign,15
man,know,job,15
man,have,limit,15
man,laugh,laugh,15
man,learn,lesson,15
man,lift,body,15
man,have,grin,15
man,loosen,grip,15
man,have,fear,15
man,make,advance,15
man,have,drink,15
man,make,face,15
man,make,fortune,15
man,make,grab,15
man,have,conversation,15
man,make,movement,15
man,make,sacrifice,15
man,make,statement,15
man,have,car,15
man,have,bone,15
man,have,authority,15
man,have,agenda,15
man,play,role,15
man,prefer,woman,15
man,pull,pistol,15
man,give,shake,15
man,give,hope,15
man,give,grunt,15
man,give,damn,15
man,raise,face,15
man,give,attention,15
man,wring,hand,15
man,rub,chin,15
man,rub,eye,15
man,follow,gaze,15
man,follow,example,15
man,smoke,pipe,15
man,speak,name,15
man,enter,shop,15
man,eat,food,15
man,stretch,hand,15
man,take,job,15
man,choose,moment,15
man,throw,punch,15
man,chase,woman,15
man,catch,glimpse,15
man,buy,drink,15
man,build,fire,15
man,unlock,door,15
man,bring,horse,15
man,wear,beard,15
man,wear,fatigue,15
man,bend,head,15
man,approach,car,15
man,wear,vest,15
man,have,story,15
man,have,stomach,14
man,give,chuckle,14
man,head,way,14
man,take,girl,14
man,take,piece,14
man,pay,debt,14
man,drag,woman,14
man,have,work,14
man,bring,food,14
man,keep,woman,14
man,scratch,beard,14
man,attract,attention,14
man,repeat,word,14
man,choose,woman,14
man,have,understanding,14
man,close,distance,14
man,lose,balance,14
man,wear,sunglass,14
man,snap,head,14
man,leave,town,14
man,pat,shoulder,14
man,have,lip,14
man,make,enemy,14
man,take,minute,14
man,take,weapon,14
man,finish,sentence,14
man,take,measure,14
man,throw,rope,14
man,enter,tent,14
man,have,part,14
man,drink,wine,14
man,give,sign,14
man,seize,arm,14
man,have,girl,14
man,pick,pace,14
man,have,fight,14
man,have,shoulder,14
man,slow,pace,14
man,slit,throat,14
man,swing,head,14
man,take,name,14
man,hold,glass,14
man,cut,tree,14
man,give,word,14
man,furrow,brow,14
man,write,book,14
man,have,capacity,14
man,focus,attention,14
man,stand,watch,14
man,slap,hand,14
man,stamp,foot,14
man,hand,card,14
man,have,brother,14
man,need,food,14
man,eat,meal,14
man,know,meaning,14
man,drink,water,13
man,return,gesture,13
man,take,break,13
man,wear,face,13
man,know,answer,13
man,drop,gun,13
man,have,mustache,13
man,swing,leg,13
man,have,trick,13
man,toss,head,13
man,cover,face,13
man,stretch,arm,13
man,stop,work,13
man,drop,sword,13
man,spread,arm,13
man,make,turn,13
man,make,husband,13
man,forget,name,13
man,make,exit,13
man,ruin,life,13
man,grab,shoulder,13
man,lift,glass,13
man,leave,trail,13
man,follow,instruction,13
man,know,place,13
man,take,swig,13
man,say,goodbye,13
man,get,money,13
man,enter,life,13
man,pop,head,13
man,have,tear,13
man,hold,bottle,13
man,lift,eyebrow,13
man,exit,building,13
man,turn,light,13
man,write,name,13
man,sit,motionless,13
man,lose,footing,13
man,fall,victim,13
man,find,body,13
man,have,house,13
man,turn,way,13
man,lead,woman,13
man,sheathe,sword,13
man,understand,woman,13
man,have,freedom,13
man,lean,head,13
man,hold,woman,13
man,pay,visit,13
man,hit,woman,13
man,reach,arm,13
man,desire,woman,13
man,continue,conversation,13
man,hold,lantern,13
man,keep,face,13
man,take,horse,13
man,hear,voice,13
man,remember,name,13
man,have,appearance,13
man,wear,slack,13
man,hear,story,13
man,give,eye,13
man,repeat,question,13
man,keep,word,13
man,have,tooth,13
man,aim,weapon,13
man,have,reaction,13
man,kill,brother,13
man,have,question,13
man,have,hat,13
man,grip,hand,13
man,give,advice,12
man,have,motif,12
man,tap,finger,12
man,reach,age,12
man,grab,handle,12
man,thread,way,12
man,have,grace,12
man,throw,rock,12
man,cause,trouble,12
man,play,chess,12
man,cast,look,12
man,lift,gun,12
man,cast,eye,12
man,carry,thing,12
man,make,camp,12
man,understand,word,12
man,lift,chin,12
man,help,woman,12
man,give,trouble,12
man,get,message,12
man,release,hold,12
man,want,money,12
man,want,son,12
man,have,touch,12
man,wear,badge,12
man,rest,head,12
man,have,hell,12
man,wear,dress,12
man,have,style,12
man,back,step,12
man,have,clothe,12
man,have,cause,12
man,get,foot,12
man,ring,bell,12
man,make,rule,12
man,make,reply,12
man,board,ship,12
man,make,remark,12
man,have,fire,12
man,bite,lip,12
man,wear,look,12
man,have,decency,12
man,have,dinner,12
man,make,crawl,12
man,wear,sword,12
man,say,thank,12
man,lose,heart,12
man,search,room,12
man,pour,glass,12
man,see,eye,12
man,see,reason,12
man,serve,master,12
man,leave,side,12
man,share,bed,12
man,puff,chest,12
man,shoot,arrow,12
man,fear,death,12
man,shove,hand,12
man,love,girl,12
man,shuffle,foot,12
man,shut,eye,12
man,bark,order,12
man,lay,claim,12
man,give,signal,12
man,exit,house,12
man,have,type,12
man,have,laugh,12
man,spend,lot,12
man,have,purpose,12
man,enter,cabin,12
man,know,man,12
man,eat,breakfast,12
man,stand,stock,12
man,grow,beard,12
man,bar,way,12
man,give,salute,12
man,stick,finger,12
man,lose,arm,12
man,stroke,beard,12
man,stroke,chin,12
man,hand,key,12
man,have,future,12
man,swing,fist,12
man,lose,wife,12
man,know,detail,12
man,give,impression,12
man,take,bullet,12
man,have,line,12
man,dream,dream,12
man,take,clothe,12
man,take,couple,12
man,take,day,12
man,have,magic,12
man,put,life,12
man,divorce,wife,12
man,dip,head,12
man,take,knife,12
man,have,gall,12
man,descend,step,12
man,cut,throat,12
man,obey,order,12
man,curl,lip,12
man,light,fire,12
man,hunch,shoulder,12
man,have,girlfriend,12
man,hold,torch,12
man,raise,shield,11
man,square,shoulder,11
man,pull,sword,11
man,give,shit,11
man,make,offer,11
man,have,role,11
man,stand,foot,11
man,have,mark,11
man,wrap,hand,11
man,drop,knife,11
man,dig,grave,11
man,let,groan,11
man,hold,piece,11
man,destroy,life,11
man,take,liking,11
man,bring,woman,11
man,drop,head,11
man,know,history,11
man,point,rifle,11
man,make,progress,11
man,have,ounce,11
man,lose,leg,11
man,turn,tail,11
man,lock,gaze,11
man,deserve,respect,11
man,call,police,11
man,give,indication,11
man,put,bag,11
man,give,wink,11
man,get,attention,11
man,make,speech,11
man,blow,nose,11
man,climb,ladder,11
man,drop,bag,11
man,raise,child,11
man,have,wit,11
man,have,minute,11
man,return,smile,11
man,beat,wife,11
man,beat,man,11
man,touch,face,11
man,whisper,word,11
man,answer,description,11
man,take,prisoner,11
man,take,chair,11
man,load,box,11
man,draw,hand,11
man,wear,chain,11
man,get,work,11
man,return,attention,11
man,lie,life,11
man,pull,blade,11
man,leave,father,11
man,wheel,horse,11
man,leave,city,11
man,leave,car,11
man,shift,gaze,11
man,wear,apron,11
man,lift,sword,11
man,fight,man,11
man,leave,hotel,11
man,show,mercy,11
man,find,key,11
man,show,surprise,11
man,get,gun,11
man,watch,approach,11
man,have,instinct,11
man,bring,gun,11
man,bring,news,11
man,throw,door,11
man,have,man,11
man,find,time,11
man,chop,wood,11
man,finish,drink,11
man,slap,knee,11
man,slide,hand,11
man,sense,presence,11
man,press,hand,11
man,sell,soul,11
man,finish,meal,11
man,exchange,smile,11
man,give,sigh,11
man,give,thought,11
man,fire,round,11
man,sniff,air,11
man,have,kid,11
man,wipe,face,11
man,speak,tongue,11
man,raise,staff,11
man,take,trouble,11
man,scan,room,11
man,have,energy,11
man,say,voice,11
man,have,audacity,11
man,have,pair,11
man,run,risk,11
man,bring,thing,11
man,put,weapon,11
man,have,concept,11
man,have,cock,11
man,wear,smile,11
man,eat,lunch,11
man,weave,way,10
man,have,arrow,10
man,have,emotion,10
man,open,bag,10
man,hand,envelope,10
man,have,erection,10
man,pass,time,10
man,pay,bill,10
man,pay,dollar,10
man,love,child,10
man,lose,weight,10
man,place,bag,10
man,wear,overall,10
man,lose,job,10
man,wear,overcoat,10
man,pull,body,10
man,lose,consciousness,10
man,lose,bone,10
man,lose,battle,10
man,pull,wallet,10
man,give,pleasure,10
man,load,truck,10
man,light,torch,10
man,give,berth,10
man,have,shame,10
man,raise,knife,10
man,lift,shoulder,10
man,get,time,10
man,rap,woman,10
man,get,taste,10
man,reach,point,10
man,reach,side,10
man,get,rest,10
man,read,paper,10
man,regain,foot,10
man,rein,horse,10
man,have,gut,10
man,roll,stone,10
man,forget,thing,10
man,fling,arm,10
man,flash,grin,10
man,fire,weapon,10
man,see,death,10
man,see,movement,10
man,see,vision,10
man,send,message,10
man,set,glass,10
man,shed,tear,10
man,shift,foot,10
man,shift,position,10
man,have,influence,10
man,shut,mouth,10
man,sit,horse,10
man,know,woman,10
man,have,revolver,10
man,enter,place,10
man,spend,evening,10
man,enter,kitchen,10
man,spend,money,10
man,squeeze,hand,10
man,squint,eye,10
man,star,window,10
man,start,engine,10
